CAMPAÑA,ID_FINCA,ID_ZONA,ID_ESTACION,ALTITUD,VARIEDAD,MODO,TIPO,COLOR,SUPERFICIE,PRODUCCION,ALTITUD_MIN,ALTITUD_DIF,P/S
15,32681,715,15,600-630,68,0,0,0,0.0,2178.0,600.0,30.0,0
15,5142,715,15,600-630,17,1,0,1,0.0,1463.4,600.0,30.0,0
15,5142,715,15,600-630,52,1,0,1,0.0,3964.0,600.0,30.0,0
15,5142,715,15,600-630,59,1,0,1,0.0,1796.384,600.0,30.0,0
15,95018,715,15,600-630,59,1,0,1,0.0,2448.496,600.0,30.0,0
15,77614,715,15,600-630,59,1,0,1,0.0,2514.63,600.0,30.0,0
15,44837,715,15,600-630,68,0,0,0,0.0,1452.0,600.0,30.0,0
15,98118,715,15,600-630,17,1,0,1,0.0,3956.6,600.0,30.0,0
15,98118,715,15,600-630,52,1,0,1,0.0,15856.0,600.0,30.0,0
15,98118,715,15,600-630,59,1,0,1,0.0,4157.214,600.0,30.0,0
15,22768,715,15,600-630,59,0,0,1,0.0,4060.0,600.0,30.0,0
15,64722,715,15,600-630,81,0,0,1,0.0,1070.0,600.0,30.0,0
15,4926,510,15,560-640,32,1,0,1,0.0,5540.0,560.0,80.0,0
15,52182,510,15,560-640,17,0,0,1,0.0,1850.0,560.0,80.0,0
15,70112,510,15,560-640,17,0,0,1,0.0,670.0,560.0,80.0,0
15,16864,510,15,560-640,32,0,0,1,0.0,16870.0,560.0,80.0,0
15,16864,510,15,560-640,32,1,0,1,0.0,77220.0,560.0,80.0,0
15,16864,510,15,560-640,59,1,0,1,0.0,64820.0,560.0,80.0,0
15,40352,510,15,560-640,32,1,0,1,0.0,2750.0,560.0,80.0,0
15,20082,510,15,560-640,17,0,0,1,0.0,4890.6,560.0,80.0,0
15,95311,510,15,560-640,17,0,0,1,0.0,2519.4,560.0,80.0,0
15,88040,510,15,560-640,92,0,0,0,0.0,2570.0,560.0,80.0,0
15,88040,510,15,560-640,17,0,0,1,0.0,12780.0,560.0,80.0,0
15,58478,510,15,560-640,17,1,0,1,0.0,3911.7,560.0,80.0,0
15,22294,510,15,560-640,17,0,0,1,0.0,2100.0,560.0,80.0,0
15,52441,510,15,560-640,17,1,0,1,0.0,1610.7,560.0,80.0,0
15,41398,510,15,560-640,17,1,0,1,0.0,7133.1,560.0,80.0,0
15,40204,510,15,560-640,17,1,0,1,0.0,1610.7,560.0,80.0,0
15,34922,510,15,560-640,9,1,0,0,0.0,2240.0,560.0,80.0,0
15,95678,144,15,600-640,17,0,0,1,0.0,132480.0,600.0,40.0,0
15,95678,144,15,600-640,59,0,0,1,0.0,84090.0,600.0,40.0,0
15,95678,144,15,600-640,52,1,0,1,0.0,43250.0,600.0,40.0,0
15,59544,144,15,600-640,59,1,0,1,0.0,17274.6,600.0,40.0,0
15,85984,144,15,600-640,17,1,0,1,0.0,52260.0,600.0,40.0,0
15,85984,144,15,600-640,59,1,0,1,0.0,46705.4,600.0,40.0,0
15,28847,412,15,580-630,52,1,0,1,0.0,4780.0,580.0,50.0,0
15,18372,412,15,580-630,32,1,0,1,0.0,13410.0,580.0,50.0,0
15,33428,412,15,580-630,59,1,0,1,0.0,25358.4,580.0,50.0,0
15,18103,412,15,580-630,59,1,0,1,0.0,9490.0,580.0,50.0,0
15,85414,412,15,580-630,17,1,0,1,0.0,3020.0,580.0,50.0,0
15,85414,412,15,580-630,59,1,0,1,0.0,22540.8,580.0,50.0,0
15,1190,412,15,580-630,59,1,0,1,0.0,20662.4,580.0,50.0,0
15,70101,412,15,580-630,59,1,0,1,0.0,4696.0,580.0,50.0,0
15,70039,412,15,580-630,59,1,0,1,0.0,72387.7,580.0,50.0,0
15,48849,412,15,580-630,59,1,0,1,0.0,19242.3,580.0,50.0,0
15,65920,412,15,580-630,81,0,0,1,0.0,1840.612,580.0,50.0,0
15,55611,412,15,580-630,81,0,0,1,0.0,6579.388,580.0,50.0,0
15,81554,412,15,580-630,32,1,0,1,0.0,3714.5,580.0,50.0,0
15,5462,412,15,580-630,81,0,0,1,0.0,894.565,580.0,50.0,0
15,28477,412,15,580-630,32,1,0,1,0.0,6060.5,580.0,50.0,0
15,52008,412,15,580-630,8,1,0,0,0.0,23125.788,580.0,50.0,0
15,97942,412,15,580-630,68,0,0,0,0.0,10640.0,580.0,50.0,0
15,97942,412,15,580-630,81,0,0,1,0.0,1360.0,580.0,50.0,0
15,92556,412,15,580-630,32,1,0,1,0.0,9775.0,580.0,50.0,0
15,25816,412,15,580-630,81,0,0,1,0.0,3375.435,580.0,50.0,0
15,5377,449,3,550-700,40,1,0,1,0.0,10955.659,550.0,150.0,0
15,95372,449,15,550-700,52,0,0,1,0.0,5600.0,550.0,150.0,0
15,80600,449,15,550-700,52,0,0,1,0.0,3380.0,550.0,150.0,0
15,78229,449,15,550-700,68,0,0,0,0.0,7920.0,550.0,150.0,0
15,70721,449,15,550-700,15,1,0,1,0.0,25150.0,550.0,150.0,0
15,97695,449,15,550-700,52,0,0,1,0.0,3540.24,550.0,150.0,0
15,51766,449,15,550-700,52,0,0,1,0.0,3909.76,550.0,150.0,0
15,17321,449,15,550-700,9,0,0,0,0.0,2400.0,550.0,150.0,0
15,17321,449,15,550-700,59,0,0,1,0.0,898.5,550.0,150.0,0
15,53891,449,3,550-700,32,1,0,1,0.0,7484.74,550.0,150.0,0
15,87539,449,12,550-700,59,1,0,1,0.0,3552.0,550.0,150.0,0
15,9006,449,12,550-700,59,1,0,1,0.0,8288.0,550.0,150.0,0
15,75075,449,12,550-700,17,0,0,1,0.0,840.0,550.0,150.0,0
15,75075,449,12,550-700,17,1,0,1,0.0,6760.0,550.0,150.0,0
15,2913,449,3,550-700,52,1,0,1,0.0,20842.0,550.0,150.0,0
15,49345,449,3,550-700,40,1,0,1,0.0,6422.168,550.0,150.0,0
15,49345,449,3,550-700,59,1,0,1,0.0,540.12,550.0,150.0,0
15,92853,254,3,640-690,17,0,0,1,0.0,1396.8,640.0,50.0,0
15,23974,254,12,640-690,59,0,0,1,0.0,3850.0,640.0,50.0,0
15,17434,254,3,640-690,17,0,0,1,0.0,814.8,640.0,50.0,0
15,20253,337,12,480,59,1,0,1,0.0,3348.382,480.0,0.0,0
15,32437,337,12,480,59,1,0,1,0.0,5241.618,480.0,0.0,0
15,49034,759,12,480,59,0,0,1,0.0,4511.689,480.0,0.0,0
15,3032,759,12,480,59,0,0,1,0.0,764.712,480.0,0.0,0
15,24951,759,12,480,17,0,0,1,0.0,5210.0,480.0,0.0,0
15,72315,759,12,480,59,0,0,1,0.0,313.599,480.0,0.0,0
15,75402,759,12,480,59,0,0,1,0.0,1780.0,480.0,0.0,0
15,77069,885,12,500-700,59,0,0,1,0.0,12060.0,500.0,200.0,0
15,3931,885,12,500-700,17,0,0,1,0.0,4960.0,500.0,200.0,0
15,21119,885,3,500-700,17,0,0,1,0.0,88.0,500.0,200.0,0
15,21119,885,3,500-700,59,0,0,1,0.0,397.8,500.0,200.0,0
15,55370,885,3,500-700,17,0,0,1,0.0,352.0,500.0,200.0,0
15,35888,885,3,500-700,59,0,0,1,0.0,1679.6,500.0,200.0,0
15,27166,885,3,500-700,59,0,0,1,0.0,44.2,500.0,200.0,0
15,5638,885,3,500-700,59,0,0,1,0.0,1105.0,500.0,200.0,0
15,1777,885,3,500-700,59,0,0,1,0.0,486.2,500.0,200.0,0
15,30936,885,3,500-700,59,0,0,1,0.0,707.2,500.0,200.0,0
15,47258,86,12,475-490,40,1,0,1,0.0,16630.0,475.0,15.0,0
15,59598,86,12,475-490,32,0,0,1,0.0,650.0,475.0,15.0,0
15,29831,86,12,475-490,59,0,0,1,0.0,667.8,475.0,15.0,0
15,71533,86,12,475-490,59,1,0,1,0.0,13210.0,475.0,15.0,0
15,35284,86,12,475-490,59,0,0,1,0.0,4250.0,475.0,15.0,0
15,18094,86,12,475-490,59,0,0,1,0.0,283.287,475.0,15.0,0
15,18094,86,12,475-490,59,1,0,1,0.0,640.844,475.0,15.0,0
15,75428,86,12,475-490,59,0,0,1,0.0,849.594,475.0,15.0,0
15,75428,86,12,475-490,59,1,0,1,0.0,1921.928,475.0,15.0,0
15,9594,86,15,475-490,59,0,0,1,0.0,431.2,475.0,15.0,0
15,17034,86,12,475-490,59,0,0,1,0.0,2979.2,475.0,15.0,0
15,74722,86,12,475-490,59,0,0,1,0.0,1720.0,475.0,15.0,0
15,77616,86,12,475-490,17,0,0,1,0.0,1610.0,475.0,15.0,0
15,16282,86,12,475-490,59,0,0,1,0.0,1537.119,475.0,15.0,0
15,16282,86,12,475-490,59,1,0,1,0.0,3477.228,475.0,15.0,0
15,23630,86,12,475-490,17,0,0,1,0.0,8456.4,475.0,15.0,0
15,21215,86,12,475-490,17,0,0,1,0.0,1263.6,475.0,15.0,0
15,74004,86,12,475-490,52,0,0,1,0.0,7280.0,475.0,15.0,0
15,35719,86,12,475-490,40,0,0,1,0.0,6220.0,475.0,15.0,0
15,23812,86,12,475-490,59,0,0,1,0.0,2470.0,475.0,15.0,0
15,22976,757,12,460-480,32,1,0,1,0.0,17250.0,460.0,20.0,0
15,54397,757,12,460-480,87,0,0,0,0.0,989.88,460.0,20.0,0
15,2874,757,12,460-480,87,0,0,0,0.0,1187.856,460.0,20.0,0
15,15443,757,12,460-480,87,0,0,0,0.0,3662.264,460.0,20.0,0
15,81717,757,12,460-480,17,0,0,1,0.0,2260.0,460.0,20.0,0
15,8982,757,12,460-480,17,1,0,1,0.0,5480.0,460.0,20.0,0
15,17068,757,12,460-480,68,0,0,0,0.0,3240.0,460.0,20.0,0
15,75464,757,12,460-480,81,0,0,1,0.0,2230.0,460.0,20.0,0
15,95961,757,12,460-480,17,0,0,1,0.0,1220.0,460.0,20.0,0
15,12970,757,12,460-480,17,0,0,1,0.0,1830.0,460.0,20.0,0
15,91543,757,12,460-480,32,0,0,1,0.0,991.8,460.0,20.0,0
15,5380,757,12,460-480,32,0,0,1,0.0,4228.2,460.0,20.0,0
15,26831,757,12,460-480,17,1,0,1,0.0,1315.14,460.0,20.0,0
15,447,757,12,460-480,17,1,0,1,0.0,3242.106,460.0,20.0,0
15,36708,757,12,460-480,17,0,0,1,0.0,1870.0,460.0,20.0,0
15,3014,462,19,500-550,17,0,0,1,0.0,820.0,500.0,50.0,0
15,97661,462,19,500-550,68,0,0,0,0.0,15290.0,500.0,50.0,0
15,25015,468,7,570-640,32,0,0,1,0.0,52.176,570.0,70.0,0
15,25015,468,7,570-640,32,1,0,1,0.0,9843.467,570.0,70.0,0
15,65935,468,7,570-640,52,1,0,1,0.0,1727.6,570.0,70.0,0
15,70111,468,7,570-640,52,1,0,1,0.0,5059.4,570.0,70.0,0
15,439,468,7,570-640,52,1,0,1,0.0,3208.4,570.0,70.0,0
15,57191,468,7,570-640,32,1,0,1,0.0,24000.0,570.0,70.0,0
15,87552,468,7,570-640,52,1,0,1,0.0,2344.6,570.0,70.0,0
15,41027,468,7,570-640,32,0,0,1,0.0,67.848,570.0,70.0,0
15,41027,468,7,570-640,32,1,0,1,0.0,12800.251,570.0,70.0,0
15,85952,732,12,550-630,59,0,0,1,0.0,3280.0,550.0,80.0,0
15,35689,732,7,550-630,68,0,0,0,0.0,5070.0,550.0,80.0,0
15,38557,732,7,550-630,59,0,0,1,0.0,1170.0,550.0,80.0,0
15,98995,732,7,550-630,17,0,0,1,0.0,1880.0,550.0,80.0,0
15,31622,732,7,550-630,59,0,0,1,0.0,1197.8,550.0,80.0,0
15,31622,732,7,550-630,59,1,0,1,0.0,3551.0,550.0,80.0,0
15,71788,732,7,550-630,59,0,0,1,0.0,768.4,550.0,80.0,0
15,71788,732,7,550-630,59,1,0,1,0.0,2278.0,550.0,80.0,0
15,86229,732,7,550-630,59,0,0,1,0.0,293.8,550.0,80.0,0
15,86229,732,7,550-630,59,1,0,1,0.0,871.0,550.0,80.0,0
15,47874,732,7,550-630,17,0,0,1,0.0,2060.0,550.0,80.0,0
15,47874,732,7,550-630,59,0,0,1,0.0,3190.0,550.0,80.0,0
15,31890,732,7,550-630,68,0,0,0,0.0,7930.0,550.0,80.0,0
15,85407,732,7,550-630,59,0,0,1,0.0,3485.0,550.0,80.0,0
15,51311,732,7,550-630,59,0,0,1,0.0,717.5,550.0,80.0,0
15,99108,732,7,550-630,52,1,0,1,0.0,11900.0,550.0,80.0,0
15,63510,732,7,550-630,59,0,0,1,0.0,307.5,550.0,80.0,0
15,62521,732,7,550-630,59,0,0,1,0.0,307.5,550.0,80.0,0
15,75832,732,7,550-630,59,0,0,1,0.0,410.0,550.0,80.0,0
15,52311,732,7,550-630,59,0,0,1,0.0,512.5,550.0,80.0,0
15,82727,585,7,570-580,17,0,0,1,0.0,3220.0,570.0,10.0,0
15,94553,585,15,570-580,32,0,0,1,0.0,1400.0,570.0,10.0,0
15,94553,585,15,570-580,32,1,0,1,0.0,28190.0,570.0,10.0,0
15,94553,585,15,570-580,59,1,0,1,0.0,41990.0,570.0,10.0,0
15,73443,585,7,570-580,17,1,0,1,0.0,2130.0,570.0,10.0,0
15,59757,585,15,570-580,81,0,0,1,0.0,1690.0,570.0,10.0,0
15,49541,585,7,570-580,68,0,0,0,0.0,14630.0,570.0,10.0,0
15,49541,585,7,570-580,17,0,0,1,0.0,2950.0,570.0,10.0,0
15,95396,585,15,570-580,68,0,0,0,0.0,8440.0,570.0,10.0,0
15,18082,585,15,570-580,17,1,0,1,0.0,21160.0,570.0,10.0,0
15,917,585,15,570-580,59,0,0,1,0.0,698.7,570.0,10.0,0
15,9209,501,12,460-500,59,1,0,1,0.0,4083.642,460.0,40.0,0
15,52835,501,12,460-500,59,1,0,1,0.0,4376.358,460.0,40.0,0
15,8986,501,12,460-500,59,1,0,1,0.0,2896.746,460.0,40.0,0
15,15328,501,12,460-500,59,1,0,1,0.0,2897.697,460.0,40.0,0
15,18408,501,12,460-500,59,1,0,1,0.0,3715.557,460.0,40.0,0
15,26730,501,12,460-500,17,0,0,1,0.0,696.0,460.0,40.0,0
15,91179,299,12,440-450,17,1,0,1,0.0,11184.459,440.0,10.0,0
15,59892,299,12,440-450,17,1,0,1,0.0,77727.54,440.0,10.0,0
15,19740,299,12,440-450,32,1,0,1,0.0,1870.0,440.0,10.0,0
15,19740,299,12,440-450,17,1,0,1,0.0,9500.0,440.0,10.0,0
15,61845,299,12,440-450,59,0,0,1,0.0,4446.72,440.0,10.0,0
15,26954,299,12,440-450,59,0,0,1,0.0,13340.16,440.0,10.0,0
15,95661,299,12,440-450,59,0,0,1,0.0,5373.12,440.0,10.0,0
15,21798,134,12,455-465,59,0,0,1,0.0,7100.86,455.0,10.0,0
15,67767,134,12,455-465,52,0,0,1,0.0,4130.0,455.0,10.0,0
15,23942,134,12,455-465,81,0,0,1,0.0,6070.0,455.0,10.0,0
15,27546,134,12,455-465,32,1,0,1,0.0,4190.0,455.0,10.0,0
15,3494,134,12,455-465,59,0,0,1,0.0,959.14,455.0,10.0,0
15,88841,134,12,455-465,52,0,0,1,0.0,4110.0,455.0,10.0,0
15,99377,134,12,455-465,52,1,0,1,0.0,2280.0,455.0,10.0,0
15,43129,134,12,455-465,59,0,0,1,0.0,1440.0,455.0,10.0,0
15,13303,134,12,455-465,32,1,0,1,0.0,3840.0,455.0,10.0,0
15,58685,134,12,455-465,52,1,0,1,0.0,2670.0,455.0,10.0,0
15,70172,134,12,455-465,17,0,0,1,0.0,10756.0,455.0,10.0,0
15,53135,134,12,455-465,17,0,0,1,0.0,2670.0,455.0,10.0,0
15,50647,134,12,455-465,17,0,0,1,0.0,2670.0,455.0,10.0,0
15,98346,134,12,455-465,17,0,0,1,0.0,2670.0,455.0,10.0,0
15,58948,134,12,455-465,17,0,0,1,0.0,464.0,455.0,10.0,0
15,32730,134,12,455-465,59,1,0,1,0.0,11870.0,455.0,10.0,0
15,77527,134,12,455-465,17,0,0,1,0.0,6140.0,455.0,10.0,0
15,76361,134,12,455-465,59,1,0,1,0.0,3824.0,455.0,10.0,0
15,57203,134,12,455-465,59,0,0,1,0.0,1491.512,455.0,10.0,0
15,28134,134,12,455-465,59,0,0,1,0.0,3753.464,455.0,10.0,0
15,6732,134,12,455-465,59,0,0,1,0.0,822.8,455.0,10.0,0
15,12592,134,12,455-465,59,0,0,1,0.0,462.264,455.0,10.0,0
15,91435,134,12,455-465,59,0,0,1,0.0,6530.04,455.0,10.0,0
15,80461,134,12,455-465,59,0,0,1,0.0,1899.92,455.0,10.0,0
15,70604,134,12,455-465,17,0,0,1,0.0,6140.0,455.0,10.0,0
15,21394,134,12,455-465,52,0,0,1,0.0,750.0,455.0,10.0,0
15,21394,134,12,455-465,52,1,0,1,0.0,9760.0,455.0,10.0,0
15,48720,134,12,455-465,59,1,0,1,0.0,3824.0,455.0,10.0,0
15,73540,134,12,455-465,59,1,0,1,0.0,3824.0,455.0,10.0,0
15,29666,134,12,455-465,59,1,0,1,0.0,9980.0,455.0,10.0,0
15,5548,134,12,455-465,59,1,0,1,0.0,3824.0,455.0,10.0,0
15,26807,134,12,455-465,17,1,0,1,0.0,2340.0,455.0,10.0,0
15,72387,134,12,455-465,59,1,0,1,0.0,3824.0,455.0,10.0,0
15,69939,134,12,455-465,40,1,0,1,0.0,7400.0,455.0,10.0,0
15,97945,441,12,455-470,59,0,0,1,0.0,1820.0,455.0,15.0,0
15,64919,441,12,455-470,59,1,0,1,0.0,9690.0,455.0,15.0,0
15,66010,441,12,455-470,59,1,0,1,0.0,3300.0,455.0,15.0,0
15,89842,441,12,455-470,17,0,0,1,0.0,1955.0,455.0,15.0,0
15,21481,441,12,455-470,52,1,0,1,0.0,1205.0,455.0,15.0,0
15,98871,441,12,455-470,52,1,0,1,0.0,1205.0,455.0,15.0,0
15,90537,441,12,455-470,59,1,0,1,0.0,4406.518,455.0,15.0,0
15,17343,441,12,455-470,59,1,0,1,0.0,2457.08,455.0,15.0,0
15,62440,441,12,455-470,59,1,0,1,0.0,1280.0,455.0,15.0,0
15,10117,441,12,455-470,59,1,0,1,0.0,6006.402,455.0,15.0,0
15,86237,441,12,455-470,17,0,0,1,0.0,206.205,455.0,15.0,0
15,1022,441,12,455-470,17,0,0,1,0.0,2130.0,455.0,15.0,0
15,63209,441,12,455-470,17,0,0,1,0.0,7580.0,455.0,15.0,0
15,98571,441,12,455-470,17,0,0,1,0.0,200.0,455.0,15.0,0
15,70658,441,12,455-470,17,0,0,1,0.0,3065.0,455.0,15.0,0
15,39939,441,12,455-470,87,1,0,0,0.0,5420.0,455.0,15.0,0
15,42915,441,12,455-470,40,0,0,1,0.0,1010.0,455.0,15.0,0
15,67974,441,12,455-470,17,1,0,1,0.0,5099.823,455.0,15.0,0
15,46130,441,12,455-470,59,1,0,1,0.0,1280.0,455.0,15.0,0
15,91517,441,12,455-470,59,1,0,1,0.0,1280.0,455.0,15.0,0
15,38764,441,12,455-470,59,0,0,1,0.0,3954.2,455.0,15.0,0
15,56834,441,12,455-470,32,1,0,1,0.0,13820.0,455.0,15.0,0
15,11559,441,12,455-470,17,0,0,1,0.0,1992.0,455.0,15.0,0
15,6307,441,12,455-470,17,0,0,1,0.0,1992.0,455.0,15.0,0
15,96038,441,12,455-470,17,0,0,1,0.0,1494.0,455.0,15.0,0
15,26094,441,12,455-470,17,0,0,1,0.0,996.0,455.0,15.0,0
15,32986,441,12,455-470,17,0,0,1,0.0,435.552,455.0,15.0,0
15,74812,441,12,455-470,17,0,0,1,0.0,1044.208,455.0,15.0,0
15,96004,441,12,455-470,17,0,0,1,0.0,2010.24,455.0,15.0,0
15,53020,441,12,455-470,17,1,0,1,0.0,954.792,455.0,15.0,0
15,26539,441,12,455-470,17,1,0,1,0.0,7355.385,455.0,15.0,0
15,32660,441,12,455-470,17,0,0,1,0.0,2076.928,455.0,15.0,0
15,30652,441,12,455-470,52,1,0,1,0.0,2670.0,455.0,15.0,0
15,98265,441,12,455-470,32,1,0,1,0.0,17280.0,455.0,15.0,0
15,36468,441,12,455-470,68,0,0,0,0.0,11550.0,455.0,15.0,0
15,36468,441,12,455-470,17,0,0,1,0.0,2520.0,455.0,15.0,0
15,59124,441,12,455-470,17,0,0,1,0.0,835.0,455.0,15.0,0
15,91975,441,12,455-470,17,0,0,1,0.0,835.0,455.0,15.0,0
15,48615,441,12,455-470,81,0,0,1,0.0,2920.0,455.0,15.0,0
15,24945,441,12,455-470,32,1,0,1,0.0,1226.076,455.0,15.0,0
15,42483,441,12,455-470,32,1,0,1,0.0,591.126,455.0,15.0,0
15,35100,441,12,455-470,32,1,0,1,0.0,7630.0,455.0,15.0,0
15,79253,441,12,455-470,17,0,0,1,0.0,35.99,455.0,15.0,0
15,85201,441,12,455-470,17,0,0,1,0.0,193.225,455.0,15.0,0
15,84380,441,12,455-470,17,0,0,1,0.0,154.58,455.0,15.0,0
15,15770,441,12,455-470,32,1,0,1,0.0,673.296,455.0,15.0,0
15,13199,441,12,455-470,68,0,0,0,0.0,1770.0,455.0,15.0,0
15,42384,441,12,455-470,59,0,0,1,0.0,1820.0,455.0,15.0,0
15,3316,123,19,500-530,68,0,0,0,0.0,1950.0,500.0,30.0,0
15,88205,123,19,500-530,87,0,0,0,0.0,1124.5,500.0,30.0,0
15,77964,123,19,500-530,87,0,0,0,0.0,605.5,500.0,30.0,0
15,54183,123,19,500-530,87,0,0,0,0.0,6810.0,500.0,30.0,0
15,68971,123,19,500-530,68,0,0,0,0.0,9870.0,500.0,30.0,0
15,31565,123,19,500-530,68,0,0,0,0.0,18480.0,500.0,30.0,0
15,84287,123,19,500-530,59,0,0,1,0.0,276.36,500.0,30.0,0
15,38645,123,19,500-530,68,0,0,0,0.0,4620.0,500.0,30.0,0
15,63987,64,19,540-570,68,0,0,0,0.0,4552.0,540.0,30.0,0
15,53833,64,19,540-570,68,0,0,0,0.0,6828.0,540.0,30.0,0
15,13981,64,19,540-570,68,0,0,0,0.0,22630.0,540.0,30.0,0
15,48223,64,19,540-570,17,1,0,1,0.0,7140.0,540.0,30.0,0
15,31836,64,19,540-570,68,0,0,0,0.0,12430.0,540.0,30.0,0
15,3710,64,19,540-570,59,0,0,1,0.0,496.32,540.0,30.0,0
15,66708,52,9,445,40,1,0,1,0.0,6170.0,445.0,0.0,0
15,13333,784,9,370,92,0,0,0,0.0,5554.3,370.0,0.0,0
15,42787,203,9,380-395,40,1,0,1,0.0,12702.1,380.0,15.0,0
15,69470,203,9,380-395,40,1,0,1,0.0,10299.0,380.0,15.0,0
15,23093,846,9,480-490,40,1,0,1,0.0,20060.0,480.0,10.0,0
15,23093,846,9,480-490,52,1,0,1,0.0,8376.0,480.0,10.0,0
15,69730,846,9,480-490,52,1,0,1,0.0,19544.0,480.0,10.0,0
15,72495,41,9,520,17,0,0,1,0.0,350.0,520.0,0.0,0
15,72495,41,9,520,40,1,0,1,0.0,11328.9,520.0,0.0,0
15,72495,41,9,520,17,1,0,1,0.0,16290.0,520.0,0.0,0
15,77440,7,9,415-425,59,0,0,1,0.0,685.5,415.0,10.0,0
15,67923,7,9,415-425,87,0,0,0,0.0,8120.0,415.0,10.0,0
15,67923,7,9,415-425,59,0,0,1,0.0,6940.0,415.0,10.0,0
15,66451,7,9,415-425,59,0,0,1,0.0,8226.0,415.0,10.0,0
15,13733,7,9,415-425,59,0,0,1,0.0,4798.5,415.0,10.0,0
15,71993,983,9,390-450,59,0,0,1,0.0,2315.3,390.0,60.0,0
15,71993,983,9,390-450,59,1,0,1,0.0,3251.3,390.0,60.0,0
15,25104,983,9,390-450,87,0,0,0,0.0,19550.0,390.0,60.0,0
15,25104,983,9,390-450,59,0,0,1,0.0,15494.7,390.0,60.0,0
15,25104,983,9,390-450,59,1,0,1,0.0,21758.7,390.0,60.0,0
15,93922,50,19,555-580,87,1,0,0,0.0,56860.0,555.0,25.0,0
15,93922,50,19,555-580,59,1,0,1,0.0,20430.0,555.0,25.0,0
15,59397,50,19,555-580,59,0,0,1,0.0,6790.0,555.0,25.0,0
15,59397,50,19,555-580,40,1,0,1,0.0,14939.03,555.0,25.0,0
15,17977,389,9,470,92,0,0,0,0.0,14260.0,470.0,0.0,0
15,52363,871,19,550-610,59,0,0,1,0.0,5460.0,550.0,60.0,0
15,48827,871,19,550-610,17,0,0,1,0.0,10088.0,550.0,60.0,0
15,48827,871,19,550-610,59,0,0,1,0.0,11640.0,550.0,60.0,0
15,48827,871,19,550-610,40,1,0,1,0.0,17080.0,550.0,60.0,0
15,48827,871,19,550-610,17,1,0,1,0.0,37080.0,550.0,60.0,0
15,48827,871,19,550-610,59,1,0,1,0.0,22450.0,550.0,60.0,0
15,47829,871,19,550-610,92,0,0,0,0.0,13200.0,550.0,60.0,0
15,47829,871,19,550-610,17,0,0,1,0.0,2522.0,550.0,60.0,0
15,47829,871,19,550-610,17,1,0,1,0.0,9270.0,550.0,60.0,0
15,28137,871,19,550-610,87,1,0,0,0.0,27900.0,550.0,60.0,0
15,28137,871,19,550-610,59,1,0,1,0.0,3948.947,550.0,60.0,0
15,86916,74,19,550-570,40,1,0,1,0.0,39220.97,550.0,20.0,0
15,15217,384,19,550,17,0,0,1,0.0,7967.9,550.0,0.0,0
15,15217,384,19,550,59,0,0,1,0.0,3816.0,550.0,0.0,0
15,15217,384,19,550,32,1,0,1,0.0,11210.0,550.0,0.0,0
15,3643,384,19,550,40,1,0,1,0.0,5880.0,550.0,0.0,0
15,31012,47,19,520-540,68,0,0,0,0.0,14030.2,520.0,20.0,0
15,67186,47,19,520-540,32,1,0,1,0.0,7659.0,520.0,20.0,0
15,13581,47,19,520-540,17,0,0,1,0.0,11390.0,520.0,20.0,0
15,36258,47,19,520-540,17,0,0,1,0.0,9480.0,520.0,20.0,0
15,55281,47,19,520-540,65,0,0,1,0.0,1180.0,520.0,20.0,0
15,47033,47,19,520-540,59,0,0,1,0.0,6720.0,520.0,20.0,0
15,98490,47,19,520-540,59,0,0,1,0.0,1830.0,520.0,20.0,0
15,60871,47,19,520-540,81,0,0,1,0.0,12300.0,520.0,20.0,0
15,60871,47,19,520-540,59,1,0,1,0.0,20870.0,520.0,20.0,0
15,60871,47,19,520-540,81,1,0,1,0.0,19090.0,520.0,20.0,0
15,95476,47,19,520-540,68,0,0,0,0.0,10159.8,520.0,20.0,0
15,95476,47,19,520-540,17,1,0,1,0.0,22780.0,520.0,20.0,0
15,95476,47,19,520-540,59,1,0,1,0.0,11641.053,520.0,20.0,0
15,91845,47,19,520-540,92,0,0,0,0.0,4760.0,520.0,20.0,0
15,91845,47,19,520-540,59,0,0,1,0.0,4370.0,520.0,20.0,0
15,47561,47,19,520-540,17,1,0,1,0.0,5060.0,520.0,20.0,0
15,39040,987,19,480-500,81,1,0,1,0.0,21950.0,480.0,20.0,0
15,18515,987,19,480-500,32,1,0,1,0.0,170.2,480.0,20.0,0
15,76949,987,19,480-500,32,1,0,1,0.0,680.8,480.0,20.0,0
15,64845,987,19,480-500,59,0,0,1,0.0,750.0,480.0,20.0,0
15,74410,987,19,480-500,32,1,0,1,0.0,15170.0,480.0,20.0,0
15,90597,619,19,510-530,59,0,0,1,0.0,11549.888,510.0,20.0,0
15,59939,619,19,510-530,17,0,0,1,0.0,52170.0,510.0,20.0,0
15,59939,619,19,510-530,81,0,0,1,0.0,3130.0,510.0,20.0,0
15,59939,619,19,510-530,17,1,0,1,0.0,36100.0,510.0,20.0,0
15,59939,619,19,510-530,52,1,0,1,0.0,14110.0,510.0,20.0,0
15,28156,619,19,510-530,59,0,0,1,0.0,10220.0,510.0,20.0,0
15,86271,619,19,510-530,40,1,0,1,0.0,1720.0,510.0,20.0,0
15,86271,619,19,510-530,59,1,0,1,0.0,2020.0,510.0,20.0,0
15,812,698,12,480-500,68,0,0,0,0.0,4150.0,480.0,20.0,0
