,CAMPAÑA,ID_FINCA,ID_ZONA,ID_ESTACION,ALTITUD,VARIEDAD,MODO,TIPO,COLOR,SUPERFICIE,PRODUCCION,ALTITUD_MIN,ALTITUD_DIF,P/S,ID_FINCA_ZONA
3268,16,13751,698,12,480-500,52,1,0,1,0.0,29060.0,480.0,20.0,"6136,817117",13751_698
3269,16,6132,698,12,480-500,52,1,0,1,0.0,250.971,480.0,20.0,"6136,817117",6132_698
3270,16,55693,698,12,480-500,52,1,0,1,0.0,2052.834,480.0,20.0,"6136,817117",55693_698
3271,16,72782,698,12,480-500,59,0,0,1,0.0,1690.0,480.0,20.0,"6136,817117",72782_698
3272,16,72175,698,19,480-500,59,0,0,1,0.0,4287.14,480.0,20.0,"6136,817117",72175_698
3273,16,76698,698,19,480-500,17,0,0,1,0.0,396.856,480.0,20.0,"6136,817117",76698_698
3274,16,36331,698,19,480-500,59,0,0,1,0.0,7869.75,480.0,20.0,"6136,817117",36331_698
3275,16,49929,698,12,480-500,59,0,0,1,0.0,2002.664,480.0,20.0,"6136,817117",49929_698
3276,16,86542,698,19,480-500,59,0,0,1,0.0,6307.792,480.0,20.0,"6136,817117",86542_698
3277,16,31551,698,19,480-500,59,0,0,1,0.0,9512.654,480.0,20.0,"6136,817117",31551_698
3278,16,26979,698,12,480-500,17,0,0,1,0.0,1863.596,480.0,20.0,"6136,817117",26979_698
3279,16,36122,698,12,480-500,59,0,0,1,0.0,2859.185,480.0,20.0,"6136,817117",36122_698
3280,16,34315,698,12,480-500,59,0,0,1,0.0,1287.039,480.0,20.0,"6136,817117",34315_698
3281,16,62869,698,12,480-500,59,0,0,1,0.0,1263.776,480.0,20.0,"6136,817117",62869_698
3282,16,99282,698,12,480-500,59,1,0,1,0.0,9230.0,480.0,20.0,"6136,817117",99282_698
3283,16,29140,698,12,480-500,59,0,0,1,0.0,2280.0,480.0,20.0,"6136,817117",29140_698
3284,16,2030,698,19,480-500,68,0,0,0,0.0,2240.0,480.0,20.0,"6136,817117",2030_698
3285,16,2030,698,19,480-500,59,0,0,1,0.0,1030.0,480.0,20.0,"6136,817117",2030_698
3286,16,17171,698,19,480-500,59,0,0,1,0.0,2600.0,480.0,20.0,"6136,817117",17171_698
3287,16,27129,698,12,480-500,59,0,0,1,0.0,5263.2,480.0,20.0,"6136,817117",27129_698
3288,16,22630,698,19,480-500,59,0,0,1,0.0,6976.8,480.0,20.0,"6136,817117",22630_698
3289,16,25885,698,12,480-500,52,1,0,1,0.0,286.195,480.0,20.0,"6136,817117",25885_698
3290,16,72803,804,19,480-520,40,1,0,1,0.0,5423.008,480.0,40.0,"6136,817117",72803_804
3291,16,72803,804,19,480-520,59,1,0,1,0.0,14150.0,480.0,40.0,"6136,817117",72803_804
3292,16,84804,804,12,480-520,32,0,0,1,0.0,9270.0,480.0,40.0,"6136,817117",84804_804
3293,16,84804,804,12,480-520,32,1,0,1,0.0,102380.0,480.0,40.0,"6136,817117",84804_804
3294,16,84804,804,12,480-520,17,1,0,1,0.0,5674.616,480.0,40.0,"6136,817117",84804_804
3295,16,28973,804,19,480-520,59,0,0,1,0.0,35173.182,480.0,40.0,"6136,817117",28973_804
3296,16,95287,804,12,480-520,40,1,0,1,0.0,6946.992,480.0,40.0,"6136,817117",95287_804
3297,16,45680,966,19,430-470,59,1,0,1,0.0,9070.0,430.0,40.0,"6136,817117",45680_966
3298,16,69003,349,19,445-465,17,0,0,1,0.0,6050.0,445.0,20.0,"6136,817117",69003_349
3299,16,69003,349,19,445-465,59,0,0,1,0.0,20970.0,445.0,20.0,"6136,817117",69003_349
3300,16,36088,881,19,445,59,1,0,1,0.0,7370.0,445.0,0.0,"6136,817117",36088_881
3301,16,52069,881,12,445,40,1,0,1,0.0,15060.0,445.0,0.0,"6136,817117",52069_881
3302,16,23445,605,10,565,59,0,0,1,0.0,4145.262,565.0,0.0,"6136,817117",23445_605
3303,16,68221,938,10,570,59,0,0,1,0.0,16674.738,570.0,0.0,"6136,817117",68221_938
3304,16,69205,301,10,470-500,32,1,0,1,0.0,14082.783,470.0,30.0,"6136,817117",69205_301
3305,16,53975,301,10,470-500,32,1,0,1,0.0,1471.422,470.0,30.0,"6136,817117",53975_301
3306,16,53975,301,10,470-500,17,1,0,1,0.0,18640.0,470.0,30.0,"6136,817117",53975_301
3307,16,9944,301,10,470-500,32,1,0,1,0.0,3755.795,470.0,30.0,"6136,817117",9944_301
3308,16,36123,301,10,470-500,15,1,0,1,0.0,6020.0,470.0,30.0,"6136,817117",36123_301
3309,16,57397,473,10,450-480,55,0,0,1,0.0,761.2,450.0,30.0,"6136,817117",57397_473
3310,16,57397,473,10,450-480,17,0,0,1,0.0,1354.08,450.0,30.0,"6136,817117",57397_473
3311,16,57397,473,10,450-480,17,1,0,1,0.0,9087.96,450.0,30.0,"6136,817117",57397_473
3312,16,57397,473,10,450-480,52,1,0,1,0.0,2285.8,450.0,30.0,"6136,817117",57397_473
3313,16,53298,473,10,450-480,55,0,0,1,0.0,1522.4,450.0,30.0,"6136,817117",53298_473
3314,16,53298,473,10,450-480,59,0,0,1,0.0,2108.116,450.0,30.0,"6136,817117",53298_473
3315,16,53298,473,10,450-480,52,1,0,1,0.0,4467.7,450.0,30.0,"6136,817117",53298_473
3316,16,53298,473,10,450-480,59,1,0,1,0.0,3308.488,450.0,30.0,"6136,817117",53298_473
3317,16,49636,473,10,450-480,87,0,0,0,0.0,7340.0,450.0,30.0,"6136,817117",49636_473
3318,16,49636,473,10,450-480,68,0,0,0,0.0,14100.0,450.0,30.0,"6136,817117",49636_473
3319,16,49636,473,10,450-480,87,1,0,0,0.0,11000.0,450.0,30.0,"6136,817117",49636_473
3320,16,49636,473,10,450-480,17,1,0,1,0.0,125110.0,450.0,30.0,"6136,817117",49636_473
3321,16,49636,473,10,450-480,52,1,0,1,0.0,31390.0,450.0,30.0,"6136,817117",49636_473
3322,16,49636,473,10,450-480,59,1,0,1,0.0,151500.0,450.0,30.0,"6136,817117",49636_473
3323,16,49636,473,10,450-480,81,1,0,1,0.0,3470.0,450.0,30.0,"6136,817117",49636_473
3324,16,84174,473,10,450-480,32,0,0,1,0.0,1880.0,450.0,30.0,"6136,817117",84174_473
3325,16,84174,473,10,450-480,55,0,0,1,0.0,4636.4,450.0,30.0,"6136,817117",84174_473
3326,16,84174,473,10,450-480,87,0,0,0,0.0,8620.0,450.0,30.0,"6136,817117",84174_473
3327,16,84174,473,10,450-480,17,0,0,1,0.0,2805.92,450.0,30.0,"6136,817117",84174_473
3328,16,84174,473,10,450-480,59,0,0,1,0.0,4951.884,450.0,30.0,"6136,817117",84174_473
3329,16,84174,473,10,450-480,65,0,0,1,0.0,2650.0,450.0,30.0,"6136,817117",84174_473
3330,16,84174,473,10,450-480,81,0,0,1,0.0,3850.0,450.0,30.0,"6136,817117",84174_473
3331,16,84174,473,10,450-480,17,1,0,1,0.0,18832.04,450.0,30.0,"6136,817117",84174_473
3332,16,84174,473,10,450-480,52,1,0,1,0.0,3636.5,450.0,30.0,"6136,817117",84174_473
3333,16,84174,473,10,450-480,59,1,0,1,0.0,7771.512,450.0,30.0,"6136,817117",84174_473
3334,16,61478,831,10,455-465,32,1,0,1,0.0,6491.565,455.0,10.0,"6136,817117",61478_831
3335,16,34244,831,10,455-465,32,1,0,1,0.0,17418.435,455.0,10.0,"6136,817117",34244_831
3336,16,34244,831,10,455-465,59,1,0,1,0.0,13810.0,455.0,10.0,"6136,817117",34244_831
3337,16,37461,239,6,700,52,1,0,1,0.0,39295.5,700.0,0.0,"6136,817117",37461_239
3338,16,48509,239,6,700,59,1,0,1,0.0,43720.0,700.0,0.0,"6136,817117",48509_239
3339,16,58769,239,6,700,32,1,0,1,0.0,41940.0,700.0,0.0,"6136,817117",58769_239
3340,16,88928,239,6,700,40,0,0,1,0.0,15040.0,700.0,0.0,"6136,817117",88928_239
3341,16,88928,239,6,700,40,1,0,1,0.0,38100.0,700.0,0.0,"6136,817117",88928_239
3342,16,88928,239,6,700,52,1,0,1,0.0,19354.5,700.0,0.0,"6136,817117",88928_239
3343,17,48626,302,13,600,32,1,0,1,0.0,20869.861,600.0,0.0,"4911,864902",48626_302
3344,17,47921,302,13,600,32,1,0,1,0.0,41040.139,600.0,0.0,"4911,864902",47921_302
3345,17,12257,215,14,650-660,17,0,0,1,0.0,3100.0,654.5017182130584,9.192439862542955,"4911,864902",12257_215
3346,17,5696,919,14,650-660,59,0,0,1,0.0,6744.4,650.0,10.0,"4911,864902",5696_919
3347,17,48093,919,14,650-660,59,1,0,1,0.0,4911.984,650.0,10.0,"4911,864902",48093_919
3348,17,98814,919,14,650-660,40,1,0,1,0.0,9420.0,650.0,10.0,"4911,864902",98814_919
3349,17,4024,919,14,650-660,32,1,0,1,0.0,54111.684,650.0,10.0,"4911,864902",4024_919
3350,17,4024,919,14,650-660,87,1,0,0,0.0,31710.0,650.0,10.0,"4911,864902",4024_919
3351,17,4024,919,14,650-660,40,1,0,1,0.0,10742.618,650.0,10.0,"4911,864902",4024_919
3352,17,4024,919,14,650-660,17,1,0,1,0.0,19339.512,650.0,10.0,"4911,864902",4024_919
3353,17,4024,919,14,650-660,52,1,0,1,0.0,45590.0,650.0,10.0,"4911,864902",4024_919
3354,17,4024,919,14,650-660,59,1,0,1,0.0,12785.233,650.0,10.0,"4911,864902",4024_919
3355,17,4024,919,14,650-660,81,1,0,1,0.0,23480.82,650.0,10.0,"4911,864902",4024_919
3356,17,73332,919,3,650-660,32,1,0,1,0.0,1629.584,650.0,10.0,"4911,864902",73332_919
3357,17,48410,919,14,650-660,68,0,0,0,0.0,7910.0,650.0,10.0,"4911,864902",48410_919
3358,17,48410,919,14,650-660,59,0,0,1,0.0,2810.0,650.0,10.0,"4911,864902",48410_919
3359,17,48410,919,14,650-660,81,0,0,1,0.0,3060.0,650.0,10.0,"4911,864902",48410_919
3360,17,63133,919,14,650-660,59,0,0,1,0.0,6430.0,650.0,10.0,"4911,864902",63133_919
3361,17,48652,919,14,650-660,17,0,0,1,0.0,2333.2,650.0,10.0,"4911,864902",48652_919
3362,17,48652,919,14,650-660,59,0,0,1,0.0,3870.0,650.0,10.0,"4911,864902",48652_919
3363,17,39664,919,14,650-660,68,0,0,0,0.0,5650.0,650.0,10.0,"4911,864902",39664_919
3364,17,39664,919,14,650-660,59,0,0,1,0.0,1535.0,650.0,10.0,"4911,864902",39664_919
3365,17,39664,919,14,650-660,59,1,0,1,0.0,2115.0,650.0,10.0,"4911,864902",39664_919
3366,17,31838,919,14,650-660,68,0,0,0,0.0,4870.0,650.0,10.0,"4911,864902",31838_919
3367,17,50946,919,14,650-660,68,0,0,0,0.0,12500.0,650.0,10.0,"4911,864902",50946_919
3368,17,50946,919,14,650-660,59,0,0,1,0.0,2750.0,650.0,10.0,"4911,864902",50946_919
3369,17,51822,464,14,650-660,17,0,0,1,0.0,23805.0,650.0,10.0,"4911,864902",51822_464
3370,17,51822,464,14,650-660,17,1,0,1,0.0,778.5,650.0,10.0,"4911,864902",51822_464
3371,17,38795,464,14,650-660,40,1,0,1,0.0,1617.308,650.0,10.0,"4911,864902",38795_464
3372,17,78863,464,14,650-660,17,1,0,1,0.0,17.318,650.0,10.0,"4911,864902",78863_464
3373,17,43705,464,14,650-660,17,1,0,1,0.0,3300.0,650.0,10.0,"4911,864902",43705_464
3374,17,93182,464,14,650-660,40,1,0,1,0.0,2316.93,650.0,10.0,"4911,864902",93182_464
3375,17,24404,464,14,650-660,32,1,0,1,0.0,19277.632,650.0,10.0,"4911,864902",24404_464
3376,17,24404,464,14,650-660,17,1,0,1,0.0,122.682,650.0,10.0,"4911,864902",24404_464
3377,17,24404,464,14,650-660,81,1,0,1,0.0,520.0,650.0,10.0,"4911,864902",24404_464
3378,17,70378,464,14,650-660,9,1,0,0,0.0,2850.0,650.0,10.0,"4911,864902",70378_464
3379,17,1592,464,3,650-660,32,1,0,1,0.0,14051.728,650.0,10.0,"4911,864902",1592_464
3380,17,20943,464,3,650-660,32,1,0,1,0.0,7091.028,650.0,10.0,"4911,864902",20943_464
3381,17,10999,464,3,650-660,32,1,0,1,0.0,2944.228,650.0,10.0,"4911,864902",10999_464
3382,17,23983,464,3,650-660,32,1,0,1,0.0,4265.28,650.0,10.0,"4911,864902",23983_464
3383,17,966,464,3,650-660,32,1,0,1,0.0,2873.14,650.0,10.0,"4911,864902",966_464
3384,17,71061,464,3,650-660,32,1,0,1,0.0,9484.324,650.0,10.0,"4911,864902",71061_464
3385,17,39360,464,3,650-660,32,1,0,1,0.0,11984.252,650.0,10.0,"4911,864902",39360_464
3386,17,86582,464,14,650-660,17,0,0,1,0.0,29095.0,650.0,10.0,"4911,864902",86582_464
3387,17,86582,464,14,650-660,59,0,0,1,0.0,4409.8,650.0,10.0,"4911,864902",86582_464
3388,17,86582,464,14,650-660,17,1,0,1,0.0,951.5,650.0,10.0,"4911,864902",86582_464
3389,17,83472,464,14,650-660,17,0,0,1,0.0,18930.0,650.0,10.0,"4911,864902",83472_464
3390,17,83472,464,14,650-660,59,0,0,1,0.0,68940.0,650.0,10.0,"4911,864902",83472_464
3391,17,77984,464,14,650-660,17,1,0,1,0.0,4120.428,650.0,10.0,"4911,864902",77984_464
3392,17,77984,464,14,650-660,59,1,0,1,0.0,2195.508,650.0,10.0,"4911,864902",77984_464
3393,17,77984,464,14,650-660,81,1,0,1,0.0,2129.49,650.0,10.0,"4911,864902",77984_464
3394,17,13054,464,14,650-660,17,1,0,1,0.0,16533.672,650.0,10.0,"4911,864902",13054_464
3395,17,13054,464,14,650-660,59,1,0,1,0.0,7271.845,650.0,10.0,"4911,864902",13054_464
3396,17,13054,464,14,650-660,81,1,0,1,0.0,4089.69,650.0,10.0,"4911,864902",13054_464
3397,17,1142,464,14,650-660,59,0,0,1,0.0,648.5,650.0,10.0,"4911,864902",1142_464
3398,17,16692,464,14,650-660,32,1,0,1,0.0,26093.32,650.0,10.0,"4911,864902",16692_464
3399,17,16692,464,14,650-660,17,1,0,1,0.0,4120.428,650.0,10.0,"4911,864902",16692_464
3400,17,16692,464,14,650-660,59,1,0,1,0.0,2269.932,650.0,10.0,"4911,864902",16692_464
3401,17,78846,464,14,650-660,17,1,0,1,0.0,3143.58,650.0,10.0,"4911,864902",78846_464
3402,17,78846,464,14,650-660,59,1,0,1,0.0,2781.597,650.0,10.0,"4911,864902",78846_464
3403,17,59317,464,14,650-660,17,1,0,1,0.0,4702.38,650.0,10.0,"4911,864902",59317_464
3404,17,59317,464,14,650-660,59,1,0,1,0.0,2266.831,650.0,10.0,"4911,864902",59317_464
3405,17,83605,464,14,650-660,59,1,0,1,0.0,1660.0,650.0,10.0,"4911,864902",83605_464
3406,17,75065,464,14,650-660,59,0,0,1,0.0,1167.3,650.0,10.0,"4911,864902",75065_464
3407,17,18976,464,14,650-660,32,1,0,1,0.0,17480.0,650.0,10.0,"4911,864902",18976_464
3408,17,25825,464,14,650-660,17,0,0,1,0.0,3270.692,650.0,10.0,"4911,864902",25825_464
3409,17,20881,464,14,650-660,17,0,0,1,0.0,2275.0,650.0,10.0,"4911,864902",20881_464
3410,17,9609,464,14,650-660,17,0,0,1,0.0,3806.8,650.0,10.0,"4911,864902",9609_464
3411,17,9609,464,14,650-660,59,0,0,1,0.0,1535.0,650.0,10.0,"4911,864902",9609_464
3412,17,9609,464,14,650-660,59,1,0,1,0.0,2115.0,650.0,10.0,"4911,864902",9609_464
3413,17,80506,464,14,650-660,40,1,0,1,0.0,2555.762,650.0,10.0,"4911,864902",80506_464
3414,17,70951,464,14,650-660,17,0,0,1,0.0,3090.0,650.0,10.0,"4911,864902",70951_464
3415,17,81518,388,1,800,17,0,0,1,0.0,10070.0,800.0,0.0,"4911,864902",81518_388
3416,17,83373,898,8,700,81,0,0,1,0.0,7596.8,700.0,0.0,"4911,864902",83373_898
3417,17,86944,898,8,700,81,0,0,1,0.0,9021.2,700.0,0.0,"4911,864902",86944_898
3418,17,80268,898,8,700,81,0,0,1,0.0,7122.0,700.0,0.0,"4911,864902",80268_898
3419,17,59519,601,8,690,81,0,0,1,0.0,13740.0,690.0,0.0,"4911,864902",59519_601
3420,17,86971,411,8,690,81,0,0,1,0.0,4670.0,690.0,0.0,"4911,864902",86971_411
3421,17,86971,411,8,690,81,1,0,1,0.0,8680.0,690.0,0.0,"4911,864902",86971_411
3422,17,36535,186,8,695,17,0,0,1,0.0,2840.0,695.0,0.0,"4911,864902",36535_186
3423,17,36535,186,8,695,59,0,0,1,0.0,920.0,695.0,0.0,"4911,864902",36535_186
3424,17,84613,165,14,700,59,0,0,1,0.0,21650.0,700.0,0.0,"4911,864902",84613_165
3425,17,84613,165,14,700,81,0,0,1,0.0,4295.422,700.0,0.0,"4911,864902",84613_165
3426,17,75318,165,8,700,59,0,0,1,0.0,8690.0,700.0,0.0,"4911,864902",75318_165
3427,17,37005,165,14,700,81,0,0,1,0.0,14142.88,700.0,0.0,"4911,864902",37005_165
3428,17,18632,165,8,700,52,1,0,1,0.0,21540.0,700.0,0.0,"4911,864902",18632_165
3429,17,16613,165,8,700,17,0,0,1,0.0,9114.308,700.0,0.0,"4911,864902",16613_165
3430,17,32060,165,14,700,17,0,0,1,0.0,25728.0,700.0,0.0,"4911,864902",32060_165
3431,17,32060,165,14,700,81,0,0,1,0.0,5451.698,700.0,0.0,"4911,864902",32060_165
3432,17,80453,165,8,700,81,0,0,1,0.0,2990.0,700.0,0.0,"4911,864902",80453_165
3433,17,94968,428,3,730,32,1,0,1,0.0,12330.0,730.0,0.0,"4911,864902",94968_428
3434,17,13439,428,14,730,32,1,0,1,0.0,6546.02,730.0,0.0,"4911,864902",13439_428
3435,17,79301,592,17,820,59,0,0,1,0.0,1453.4,820.0,0.0,"4911,864902",79301_592
3436,17,27102,592,17,820,59,0,0,1,0.0,1926.6,820.0,0.0,"4911,864902",27102_592
3437,17,19515,973,2,500,32,1,0,1,0.0,25616.5,500.0,0.0,"4911,864902",19515_973
3438,17,35465,964,2,500,32,1,0,1,0.0,18297.5,500.0,0.0,"4911,864902",35465_964
3439,17,37826,964,2,500,32,1,0,1,0.0,22688.9,500.0,0.0,"4911,864902",37826_964
3440,17,37826,964,2,500,17,1,0,1,0.0,37230.0,500.0,0.0,"4911,864902",37826_964
3441,17,49672,828,2,500,32,1,0,1,0.0,6587.1,500.0,0.0,"4911,864902",49672_828
3442,17,64738,439,11,510,52,0,0,1,0.0,2460.0,510.0,0.0,"4911,864902",64738_439
3443,17,74473,44,7,620-640,59,1,0,1,0.0,8660.0,620.0,20.0,"4911,864902",74473_44
3444,17,40200,44,7,620-640,71,0,0,1,0.0,1398.24,620.0,20.0,"4911,864902",40200_44
3445,17,40200,44,7,620-640,68,0,0,0,0.0,2280.0,620.0,20.0,"4911,864902",40200_44
3446,17,38272,44,7,620-640,71,0,0,1,0.0,1481.76,620.0,20.0,"4911,864902",38272_44
3447,17,38272,44,7,620-640,87,0,0,0,0.0,4140.0,620.0,20.0,"4911,864902",38272_44
3448,17,38272,44,7,620-640,17,0,0,1,0.0,4900.0,620.0,20.0,"4911,864902",38272_44
3449,17,38272,44,7,620-640,81,0,0,1,0.0,14250.0,620.0,20.0,"4911,864902",38272_44
3450,17,27629,44,7,620-640,32,1,0,1,0.0,7770.0,620.0,20.0,"4911,864902",27629_44
3451,17,55404,899,16,640,81,0,0,1,0.0,24890.334,640.0,0.0,"4911,864902",55404_899
3452,17,99693,899,16,640,81,0,0,1,0.0,20130.201,640.0,0.0,"4911,864902",99693_899
3453,17,46712,899,16,640,59,1,0,1,0.0,857.142,640.0,0.0,"4911,864902",46712_899
3454,17,91094,379,16,610-630,59,0,0,1,0.0,2394.335,610.0,20.0,"4911,864902",91094_379
3455,17,37661,379,16,610-630,59,0,0,1,0.0,2317.215,610.0,20.0,"4911,864902",37661_379
3456,17,2891,379,16,610-630,59,0,0,1,0.0,1365.265,610.0,20.0,"4911,864902",2891_379
3457,17,3555,379,16,610-630,59,0,0,1,0.0,4711.55,610.0,20.0,"4911,864902",3555_379
3458,17,60667,379,16,610-630,40,1,0,1,0.0,1750.0,610.0,20.0,"4911,864902",60667_379
3459,17,72124,379,16,610-630,32,1,0,1,0.0,6368.8,610.0,20.0,"4911,864902",72124_379
3460,17,18581,379,16,610-630,59,1,0,1,0.0,537.57,610.0,20.0,"4911,864902",18581_379
3461,17,13822,379,16,610-630,59,1,0,1,0.0,1159.488,610.0,20.0,"4911,864902",13822_379
3462,17,23846,379,16,610-630,59,1,0,1,0.0,3385.8,610.0,20.0,"4911,864902",23846_379
3463,17,89768,379,7,610-630,52,1,0,1,0.0,4660.0,610.0,20.0,"4911,864902",89768_379
3464,17,57254,379,7,610-630,32,1,0,1,0.0,14200.0,610.0,20.0,"4911,864902",57254_379
3465,17,80170,379,7,610-630,32,1,0,1,0.0,4197.5,610.0,20.0,"4911,864902",80170_379
3466,17,80170,379,7,610-630,59,1,0,1,0.0,3040.0,610.0,20.0,"4911,864902",80170_379
3467,17,3091,379,16,610-630,81,0,0,1,0.0,30895.803,610.0,20.0,"4911,864902",3091_379
3468,17,80479,379,7,610-630,52,1,0,1,0.0,12550.0,610.0,20.0,"4911,864902",80479_379
3469,17,88517,379,16,610-630,87,0,0,0,0.0,4500.0,610.0,20.0,"4911,864902",88517_379
3470,17,61928,379,16,610-630,81,0,0,1,0.0,6013.662,610.0,20.0,"4911,864902",61928_379
3471,17,87201,379,16,610-630,59,0,0,1,0.0,1261.635,610.0,20.0,"4911,864902",87201_379
3472,17,94886,726,7,610,32,1,0,1,0.0,28455.024,610.0,0.0,"4911,864902",94886_726
3473,17,44512,726,7,610,32,1,0,1,0.0,30384.976,610.0,0.0,"4911,864902",44512_726
3474,17,63181,726,7,610,68,0,0,0,0.0,7500.0,610.0,0.0,"4911,864902",63181_726
3475,17,63181,726,7,610,17,0,0,1,0.0,12607.0,610.0,0.0,"4911,864902",63181_726
3476,17,54915,726,7,610,15,1,0,1,0.0,9370.0,610.0,0.0,"4911,864902",54915_726
3477,17,68761,726,7,610,17,0,0,1,0.0,5330.0,610.0,0.0,"4911,864902",68761_726
3478,17,85950,474,7,620-630,9,1,0,0,0.0,6358.395,620.0,10.0,"4911,864902",85950_474
3479,17,1270,474,7,620-630,9,1,0,0,0.0,7264.79,620.0,10.0,"4911,864902",1270_474
3480,17,12869,474,7,620-630,81,1,0,1,0.0,19130.0,620.0,10.0,"4911,864902",12869_474
3481,17,87878,474,7,620-630,15,1,0,1,0.0,23700.0,620.0,10.0,"4911,864902",87878_474
3482,17,70520,474,7,620-630,9,1,0,0,0.0,6.815,620.0,10.0,"4911,864902",70520_474
3483,17,94554,893,7,580-600,59,1,0,1,0.0,5480.0,580.0,20.0,"4911,864902",94554_893
3484,17,64499,893,7,580-600,32,1,0,1,0.0,8395.0,580.0,20.0,"4911,864902",64499_893
3485,17,84904,893,7,580-600,32,1,0,1,0.0,4197.5,580.0,20.0,"4911,864902",84904_893
3486,17,95008,893,7,580-600,17,0,0,1,0.0,2350.0,580.0,20.0,"4911,864902",95008_893
3487,17,58150,893,7,580-600,52,1,0,1,0.0,8750.0,580.0,20.0,"4911,864902",58150_893
3488,17,15575,100,15,655,59,0,0,1,0.0,8670.0,655.0,0.0,"4911,864902",15575_100
3489,17,55056,848,7,620-640,9,1,0,0,0.0,44.75,597.902790279028,29.36093609360936,"4911,864902",55056_848
3490,17,58567,506,7,600-620,17,1,0,1,0.0,6530.0,600.0,20.0,"4911,864902",58567_506
3491,17,55618,506,7,600-620,32,1,0,1,0.0,3374.0,600.0,20.0,"4911,864902",55618_506
3492,17,14470,506,7,600-620,32,1,0,1,0.0,64106.0,600.0,20.0,"4911,864902",14470_506
3493,17,14470,506,7,600-620,17,1,0,1,0.0,14610.0,600.0,20.0,"4911,864902",14470_506
3494,17,14470,506,7,600-620,59,1,0,1,0.0,7020.0,600.0,20.0,"4911,864902",14470_506
3495,17,18139,506,7,600-620,17,0,0,1,0.0,5920.0,600.0,20.0,"4911,864902",18139_506
3496,17,89440,506,7,600-620,40,1,0,1,0.0,17720.0,600.0,20.0,"4911,864902",89440_506
3497,17,89440,506,7,600-620,26,1,0,1,0.0,15310.0,600.0,20.0,"4911,864902",89440_506
3498,17,45489,506,16,600-620,32,1,0,1,0.0,24237.675,600.0,20.0,"4911,864902",45489_506
3499,17,48877,506,16,600-620,32,1,0,1,0.0,45712.325,600.0,20.0,"4911,864902",48877_506
3500,17,48877,506,16,600-620,52,1,0,1,0.0,28457.72,600.0,20.0,"4911,864902",48877_506
3501,17,48877,506,16,600-620,59,1,0,1,0.0,31526.712,600.0,20.0,"4911,864902",48877_506
3502,17,68089,506,16,600-620,26,1,0,1,0.0,17440.0,600.0,20.0,"4911,864902",68089_506
3503,17,68089,506,16,600-620,52,1,0,1,0.0,36812.28,600.0,20.0,"4911,864902",68089_506
3504,17,68089,506,16,600-620,59,1,0,1,0.0,41553.288,600.0,20.0,"4911,864902",68089_506
3505,17,4377,408,18,660,9,1,0,0,0.0,8851.18,660.0,0.0,"4911,864902",4377_408
3506,17,90202,408,18,660,9,1,0,0,0.0,9756.24,660.0,0.0,"4911,864902",90202_408
3507,17,25026,408,18,660,9,1,0,0,0.0,12072.58,660.0,0.0,"4911,864902",25026_408
3508,17,38454,990,18,650-680,32,1,0,1,0.0,3238.5,650.0,30.0,"4911,864902",38454_990
3509,17,2821,990,18,650-680,59,1,0,1,0.0,12900.0,650.0,30.0,"4911,864902",2821_990
3510,17,52475,990,18,650-680,59,0,0,1,0.0,5280.0,650.0,30.0,"4911,864902",52475_990
3511,17,18410,990,18,650-680,32,1,0,1,0.0,3111.5,650.0,30.0,"4911,864902",18410_990
3512,17,88005,844,18,680-720,52,1,0,1,0.0,9657.0,680.0,40.0,"4911,864902",88005_844
3513,17,70752,849,5,680-720,84,1,0,0,0.0,9090.0,680.0,40.0,"4911,864902",70752_849
3514,17,54960,849,5,680-720,68,0,0,0,0.0,6998.412,680.0,40.0,"4911,864902",54960_849
3515,17,68936,849,5,680-720,87,0,0,0,0.0,1997.184,680.0,40.0,"4911,864902",68936_849
3516,17,68936,849,5,680-720,40,1,0,1,0.0,2600.0,680.0,40.0,"4911,864902",68936_849
3517,17,74003,849,5,680-720,59,1,0,1,0.0,16750.0,680.0,40.0,"4911,864902",74003_849
3518,17,81073,849,5,680-720,40,1,0,1,0.0,1470.0,680.0,40.0,"4911,864902",81073_849
3519,17,81073,849,5,680-720,52,1,0,1,0.0,7210.0,680.0,40.0,"4911,864902",81073_849
3520,17,68718,849,5,680-720,52,1,0,1,0.0,4360.0,680.0,40.0,"4911,864902",68718_849
3521,17,64042,849,5,680-720,59,0,0,1,0.0,10750.0,680.0,40.0,"4911,864902",64042_849
3522,17,17183,849,5,680-720,43,1,0,0,0.0,510.0,680.0,40.0,"4911,864902",17183_849
3523,17,797,845,16,625-670,68,0,0,0,0.0,11350.0,625.0,45.0,"4911,864902",797_845
3524,17,797,845,16,625-670,59,0,0,1,0.0,25510.0,625.0,45.0,"4911,864902",797_845
3525,17,797,845,16,625-670,59,1,0,1,0.0,8980.0,625.0,45.0,"4911,864902",797_845
3526,17,92218,845,16,625-670,68,0,0,0,0.0,4936.8,625.0,45.0,"4911,864902",92218_845
3527,17,84183,845,16,625-670,59,1,0,1,0.0,1620.0,625.0,45.0,"4911,864902",84183_845
3528,17,37952,845,16,625-670,81,0,0,1,0.0,2780.0,625.0,45.0,"4911,864902",37952_845
3529,17,11799,845,16,625-670,59,0,0,1,0.0,2521.692,625.0,45.0,"4911,864902",11799_845
3530,17,25422,845,16,625-670,68,0,0,0,0.0,4188.8,625.0,45.0,"4911,864902",25422_845
3531,17,25422,845,16,625-670,59,0,0,1,0.0,7170.0,625.0,45.0,"4911,864902",25422_845
