,CAMPAÑA,ID_FINCA,ID_ZONA,ID_ESTACION,ALTITUD,VARIEDAD,MODO,TIPO,COLOR,SUPERFICIE,PRODUCCION,ALTITUD_MIN,ALTITUD_DIF,P/S
4485,18,80170,379,7,610-630,32,1,0,1,0.0,5957.5,610.0,20.0,"5399,918832"
4486,18,80170,379,7,610-630,59,1,0,1,0.0,3820.0,610.0,20.0,"5399,918832"
4487,18,3091,379,16,610-630,81,0,0,1,0.0,27007.902,610.0,20.0,"5399,918832"
4488,18,80479,379,7,610-630,52,1,0,1,0.0,20010.0,610.0,20.0,"5399,918832"
4489,18,88517,379,16,610-630,87,0,0,0,0.0,6870.0,610.0,20.0,"5399,918832"
4490,18,61928,379,16,610-630,81,0,0,1,0.0,5256.908,610.0,20.0,"5399,918832"
4491,18,87201,379,16,610-630,59,0,0,1,0.0,2403.912,610.0,20.0,"5399,918832"
4492,18,94886,726,7,610,32,1,0,1,0.0,34471.008,610.0,0.0,"5399,918832"
4493,18,44512,726,7,610,32,1,0,1,0.0,36808.992,610.0,0.0,"5399,918832"
4494,18,63181,726,7,610,68,0,0,0,0.0,8290.0,610.0,0.0,"5399,918832"
4495,18,63181,726,7,610,17,0,0,1,0.0,15260.0,610.0,0.0,"5399,918832"
4496,18,48816,726,7,610,15,1,0,1,0.0,4960.0,610.0,0.0,"5399,918832"
4497,18,54915,726,7,610,15,1,0,1,0.0,16190.0,610.0,0.0,"5399,918832"
4498,18,85950,474,7,620-630,9,1,0,0,0.0,10354.59,620.0,10.0,"5399,918832"
4499,18,1270,474,7,620-630,9,1,0,0,0.0,11817.86,620.0,10.0,"5399,918832"
4500,18,36094,474,7,620-630,94,1,0,0,0.0,6851.375,620.0,10.0,"5399,918832"
4501,18,78273,474,7,620-630,94,1,0,0,0.0,7898.625,620.0,10.0,"5399,918832"
4502,18,87878,474,7,620-630,15,1,0,1,0.0,33150.0,620.0,10.0,"5399,918832"
4503,18,70520,474,7,620-630,9,1,0,0,0.0,167.55,620.0,10.0,"5399,918832"
4504,18,64499,893,7,580-600,32,1,0,1,0.0,11915.0,580.0,20.0,"5399,918832"
4505,18,84904,893,7,580-600,32,1,0,1,0.0,5957.5,580.0,20.0,"5399,918832"
4506,18,95008,893,7,580-600,17,0,0,1,0.0,3950.0,580.0,20.0,"5399,918832"
4507,18,58150,893,7,580-600,52,1,0,1,0.0,5200.0,580.0,20.0,"5399,918832"
4508,18,23668,893,7,580-600,59,1,0,1,0.0,9140.0,580.0,20.0,"5399,918832"
4509,18,34853,100,15,655,59,0,0,1,0.0,1436.6,655.0,0.0,"5399,918832"
4510,18,97172,100,15,655,59,0,0,1,0.0,1688.5,655.0,0.0,"5399,918832"
4511,18,15575,100,15,655,59,0,0,1,0.0,2374.9,655.0,0.0,"5399,918832"
4512,18,55056,848,7,620-640,9,1,0,0,0.0,68.15,597.902790279028,29.36093609360936,"5399,918832"
4513,18,58567,506,7,600-620,17,1,0,1,0.0,15900.0,600.0,20.0,"5399,918832"
4514,18,33248,506,16,600-620,81,1,0,1,0.0,21365.025,600.0,20.0,"5399,918832"
4515,18,49305,506,7,600-620,9,1,0,0,0.0,11620.0,600.0,20.0,"5399,918832"
4516,18,14470,506,7,600-620,32,1,0,1,0.0,65770.0,600.0,20.0,"5399,918832"
4517,18,14470,506,7,600-620,17,1,0,1,0.0,17290.0,600.0,20.0,"5399,918832"
4518,18,14470,506,7,600-620,59,1,0,1,0.0,6630.0,600.0,20.0,"5399,918832"
4519,18,18139,506,7,600-620,17,0,0,1,0.0,7200.0,600.0,20.0,"5399,918832"
4520,18,89440,506,7,600-620,26,1,0,1,0.0,20420.0,600.0,20.0,"5399,918832"
4521,18,45489,506,16,600-620,32,1,0,1,0.0,36972.45,600.0,20.0,"5399,918832"
4522,18,48877,506,16,600-620,32,1,0,1,0.0,54317.55,600.0,20.0,"5399,918832"
4523,18,48877,506,16,600-620,52,1,0,1,0.0,21512.24,600.0,20.0,"5399,918832"
4524,18,48877,506,16,600-620,59,1,0,1,0.0,17920.356,600.0,20.0,"5399,918832"
4525,18,48877,506,16,600-620,81,1,0,1,0.0,39244.975,600.0,20.0,"5399,918832"
4526,18,68089,506,16,600-620,26,1,0,1,0.0,12110.0,600.0,20.0,"5399,918832"
4527,18,68089,506,16,600-620,52,1,0,1,0.0,27827.76,600.0,20.0,"5399,918832"
4528,18,68089,506,16,600-620,59,1,0,1,0.0,23619.644,600.0,20.0,"5399,918832"
4529,18,4377,408,18,660,9,1,0,0,0.0,6188.325,660.0,0.0,"5399,918832"
4530,18,90202,408,18,660,9,1,0,0,0.0,6821.1,660.0,0.0,"5399,918832"
4531,18,25026,408,18,660,9,1,0,0,0.0,8440.575,660.0,0.0,"5399,918832"
4532,18,38454,990,18,650-680,32,1,0,1,0.0,4115.7,650.0,30.0,"5399,918832"
4533,18,2821,990,18,650-680,59,1,0,1,0.0,20820.0,650.0,30.0,"5399,918832"
4534,18,52475,990,18,650-680,59,0,0,1,0.0,5650.0,650.0,30.0,"5399,918832"
4535,18,18410,990,18,650-680,32,1,0,1,0.0,3954.3,650.0,30.0,"5399,918832"
4536,18,88005,844,18,680-720,52,0,0,1,0.0,441.0,680.0,40.0,"5399,918832"
4537,18,88005,844,18,680-720,52,1,0,1,0.0,12339.0,680.0,40.0,"5399,918832"
4538,18,70752,849,5,680-720,84,0,0,0,0.0,1020.0,680.0,40.0,"5399,918832"
4539,18,70752,849,5,680-720,84,1,0,0,0.0,14010.0,680.0,40.0,"5399,918832"
4540,18,54960,849,5,680-720,68,0,0,0,0.0,8801.408,680.0,40.0,"5399,918832"
4541,18,68936,849,5,680-720,40,1,0,1,0.0,10250.0,680.0,40.0,"5399,918832"
4542,18,74003,849,5,680-720,59,1,0,1,0.0,17320.0,680.0,40.0,"5399,918832"
4543,18,81073,849,5,680-720,32,1,0,1,0.0,12060.0,680.0,40.0,"5399,918832"
4544,18,81073,849,5,680-720,52,1,0,1,0.0,11770.0,680.0,40.0,"5399,918832"
4545,18,68718,849,5,680-720,52,1,0,1,0.0,13730.0,680.0,40.0,"5399,918832"
4546,18,64042,849,5,680-720,59,0,0,1,0.0,26380.0,680.0,40.0,"5399,918832"
4547,18,17183,849,5,680-720,43,1,0,0,0.0,3190.0,680.0,40.0,"5399,918832"
4548,18,797,845,16,625-670,68,0,0,0,0.0,12930.0,625.0,45.0,"5399,918832"
4549,18,797,845,16,625-670,59,0,0,1,0.0,26560.0,625.0,45.0,"5399,918832"
4550,18,92218,845,16,625-670,68,0,0,0,0.0,5784.9,625.0,45.0,"5399,918832"
4551,18,92218,845,16,625-670,94,1,0,0,0.0,8880.0,625.0,45.0,"5399,918832"
4552,18,84183,845,16,625-670,59,1,0,1,0.0,1980.0,625.0,45.0,"5399,918832"
4553,18,37952,845,16,625-670,81,0,0,1,0.0,4120.0,625.0,45.0,"5399,918832"
4554,18,11799,845,16,625-670,59,0,0,1,0.0,3408.696,625.0,45.0,"5399,918832"
4555,18,25422,845,16,625-670,68,0,0,0,0.0,4908.4,625.0,45.0,"5399,918832"
4556,18,25422,845,16,625-670,59,0,0,1,0.0,5640.0,625.0,45.0,"5399,918832"
4557,18,84948,845,16,625-670,68,0,0,0,0.0,6836.7,625.0,45.0,"5399,918832"
4558,18,62968,845,16,625-670,59,0,0,1,0.0,449.4,625.0,45.0,"5399,918832"
4559,18,14843,845,16,625-670,62,1,0,0,0.0,33908.834,625.0,45.0,"5399,918832"
4560,18,14843,845,16,625-670,87,1,0,0,0.0,51210.0,625.0,45.0,"5399,918832"
4561,18,14843,845,16,625-670,43,1,0,0,0.0,8184.876,625.0,45.0,"5399,918832"
4562,18,80627,845,16,625-670,9,1,0,0,0.0,39980.0,625.0,45.0,"5399,918832"
4563,18,80627,845,16,625-670,62,1,0,0,0.0,5621.166,625.0,45.0,"5399,918832"
4564,18,80627,845,16,625-670,8,1,0,0,0.0,20174.436,625.0,45.0,"5399,918832"
4565,18,80627,845,16,625-670,43,1,0,0,0.0,12845.124,625.0,45.0,"5399,918832"
4566,18,86182,845,16,625-670,59,1,0,1,0.0,3760.0,625.0,45.0,"5399,918832"
4567,18,86182,845,16,625-670,65,1,0,1,0.0,4650.0,625.0,45.0,"5399,918832"
4568,18,86182,845,16,625-670,84,1,0,0,0.0,704.217,625.0,45.0,"5399,918832"
4569,18,94181,845,16,625-670,84,1,0,0,0.0,2095.445,625.0,45.0,"5399,918832"
4570,18,48461,845,16,625-670,84,1,0,0,0.0,9490.338,625.0,45.0,"5399,918832"
4571,18,45773,724,16,600-620,32,1,0,1,0.0,32360.0,600.0,20.0,"5399,918832"
4572,18,87664,724,16,600-620,59,0,0,1,0.0,918.4,600.0,20.0,"5399,918832"
4573,18,77554,724,16,600-620,17,0,0,1,0.0,1114.0,600.0,20.0,"5399,918832"
4574,18,87293,724,16,600-620,32,1,0,1,0.0,34489.8,600.0,20.0,"5399,918832"
4575,18,4334,724,16,600-620,59,1,0,1,0.0,13550.0,600.0,20.0,"5399,918832"
4576,18,35271,724,16,600-620,40,1,0,1,0.0,14520.0,600.0,20.0,"5399,918832"
4577,18,33486,724,16,600-620,55,1,0,1,0.0,9200.0,600.0,20.0,"5399,918832"
4578,18,33486,724,16,600-620,17,1,0,1,0.0,27040.0,600.0,20.0,"5399,918832"
4579,18,19605,724,16,600-620,17,0,0,1,0.0,10026.0,600.0,20.0,"5399,918832"
4580,18,20934,724,16,600-620,59,0,0,1,0.0,2361.6,600.0,20.0,"5399,918832"
4581,18,84482,272,16,600-670,81,0,0,1,0.0,22310.0,600.0,70.0,"5399,918832"
4582,18,43254,272,16,600-670,59,0,0,1,0.0,7229.9,600.0,70.0,"5399,918832"
4583,18,72027,272,5,600-670,4,1,1,1,0.0,7551.25,600.0,70.0,"5399,918832"
4584,18,61076,272,16,600-670,23,1,0,1,0.0,3739.045,600.0,70.0,"5399,918832"
4585,18,85946,272,16,600-670,59,0,0,1,0.0,2822.964,600.0,70.0,"5399,918832"
4586,18,50528,272,5,600-670,4,1,1,1,0.0,61002.018,600.0,70.0,"5399,918832"
4587,18,50528,272,5,600-670,52,1,1,1,0.0,11276.163,600.0,70.0,"5399,918832"
4588,18,3860,272,5,600-670,52,1,0,1,0.0,27999.0,600.0,70.0,"5399,918832"
4589,18,55261,272,5,600-670,32,1,0,1,0.0,14489.912,600.0,70.0,"5399,918832"
4590,18,70620,272,16,600-670,59,0,0,1,0.0,1242.0,600.0,70.0,"5399,918832"
4591,18,97861,272,5,600-670,59,0,0,1,0.0,5550.0,600.0,70.0,"5399,918832"
4592,18,72130,272,5,600-670,52,1,0,1,0.0,3111.0,600.0,70.0,"5399,918832"
4593,18,523,272,5,600-670,32,1,0,1,0.0,2836.074,600.0,70.0,"5399,918832"
4594,18,68145,272,5,600-670,4,1,1,1,0.0,14353.416,600.0,70.0,"5399,918832"
4595,18,68145,272,5,600-670,52,1,1,1,0.0,8148.934,600.0,70.0,"5399,918832"
4596,18,68145,272,5,600-670,59,1,1,1,0.0,3790.0,600.0,70.0,"5399,918832"
4597,18,20693,272,5,600-670,81,0,1,1,0.0,3439.0,600.0,70.0,"5399,918832"
4598,18,20693,272,5,600-670,4,1,1,1,0.0,14582.974,600.0,70.0,"5399,918832"
4599,18,20693,272,5,600-670,52,1,1,1,0.0,14164.903,600.0,70.0,"5399,918832"
4600,18,66052,272,16,600-670,81,1,0,1,0.0,7453.956,600.0,70.0,"5399,918832"
4601,18,76134,272,16,600-670,26,1,0,1,0.0,2720.0,600.0,70.0,"5399,918832"
4602,18,53171,272,16,600-670,59,0,0,1,0.0,1230.6,600.0,70.0,"5399,918832"
4603,18,15228,272,16,600-670,81,1,0,1,0.0,2916.044,600.0,70.0,"5399,918832"
4604,18,25377,272,16,600-670,59,0,0,1,0.0,7038.0,600.0,70.0,"5399,918832"
4605,18,58595,272,16,600-670,81,1,0,1,0.0,16936.4,600.0,70.0,"5399,918832"
4606,18,62629,272,16,600-670,81,0,0,1,0.0,13871.0,600.0,70.0,"5399,918832"
4607,18,62629,272,16,600-670,23,1,0,1,0.0,7890.955,600.0,70.0,"5399,918832"
4608,18,34512,272,16,600-670,59,0,0,1,0.0,44160.0,600.0,70.0,"5399,918832"
4609,18,87873,272,16,600-670,59,0,0,1,0.0,16895.988,600.0,70.0,"5399,918832"
4610,18,87873,272,16,600-670,32,1,0,1,0.0,8979.15,600.0,70.0,"5399,918832"
4611,18,87873,272,16,600-670,59,1,0,1,0.0,17084.952,600.0,70.0,"5399,918832"
4612,18,50343,272,16,600-670,87,0,0,0,0.0,17390.0,600.0,70.0,"5399,918832"
4613,18,50343,272,16,600-670,17,0,0,1,0.0,4160.0,600.0,70.0,"5399,918832"
4614,18,37077,272,5,600-670,59,0,0,1,0.0,443.336,600.0,70.0,"5399,918832"
4615,18,53137,272,16,600-670,4,1,1,1,0.0,19790.316,600.0,70.0,"5399,918832"
4616,18,34977,272,16,600-670,4,1,1,1,0.0,3540.026,600.0,70.0,"5399,918832"
4617,18,19679,272,16,600-670,15,1,0,1,0.0,19260.0,600.0,70.0,"5399,918832"
4618,18,19679,272,16,600-670,32,1,0,1,0.0,29640.85,600.0,70.0,"5399,918832"
4619,18,19679,272,16,600-670,52,1,0,1,0.0,17610.0,600.0,70.0,"5399,918832"
4620,18,19679,272,16,600-670,81,1,0,1,0.0,15633.6,600.0,70.0,"5399,918832"
4621,18,69552,272,16,600-670,59,0,0,1,0.0,4970.781,600.0,70.0,"5399,918832"
4622,18,69552,272,16,600-670,59,1,0,1,0.0,5026.374,600.0,70.0,"5399,918832"
4623,18,69552,272,16,600-670,65,1,0,1,0.0,6800.0,600.0,70.0,"5399,918832"
4624,18,65838,272,16,600-670,59,0,0,1,0.0,4063.231,600.0,70.0,"5399,918832"
4625,18,65838,272,16,600-670,59,1,0,1,0.0,4108.674,600.0,70.0,"5399,918832"
4626,18,69138,939,16,605-615,17,0,0,1,0.0,16050.0,605.0,10.0,"5399,918832"
4627,18,80485,939,16,605-615,59,0,0,1,0.0,5770.0,605.0,10.0,"5399,918832"
4628,18,50093,939,16,605-615,17,0,0,1,0.0,3520.0,605.0,10.0,"5399,918832"
4629,18,76977,939,16,605-615,81,1,0,1,0.0,4510.0,605.0,10.0,"5399,918832"
4630,18,59874,939,16,605-615,81,0,0,1,0.0,7670.0,605.0,10.0,"5399,918832"
4631,18,38443,939,16,605-615,17,0,0,1,0.0,5526.61,605.0,10.0,"5399,918832"
4632,18,51130,939,16,605-615,59,0,0,1,0.0,15220.0,605.0,10.0,"5399,918832"
4633,18,25846,939,16,605-615,59,0,0,1,0.0,775.104,605.0,10.0,"5399,918832"
4634,18,27761,700,16,600-610,59,0,0,1,0.0,6110.0,600.0,10.0,"5399,918832"
4635,18,13762,700,16,600-610,17,0,0,1,0.0,3512.074,600.0,10.0,"5399,918832"
4636,18,56879,700,16,600-610,17,0,0,1,0.0,1997.926,600.0,10.0,"5399,918832"
4637,18,56879,700,16,600-610,59,0,0,1,0.0,9500.0,600.0,10.0,"5399,918832"
4638,18,47532,700,16,600-610,26,0,0,1,0.0,143.99,600.0,10.0,"5399,918832"
4639,18,22879,700,16,600-610,87,0,0,0,0.0,13760.0,600.0,10.0,"5399,918832"
4640,18,22879,700,16,600-610,17,0,0,1,0.0,9551.1,600.0,10.0,"5399,918832"
4641,18,61934,700,16,600-610,17,0,0,1,0.0,6568.9,600.0,10.0,"5399,918832"
4642,18,23421,700,16,600-610,17,0,0,1,0.0,949.5,600.0,10.0,"5399,918832"
4643,18,5498,700,16,600-610,15,0,0,1,0.0,3200.0,600.0,10.0,"5399,918832"
4644,18,48438,700,16,600-610,17,0,0,1,0.0,1195.6,600.0,10.0,"5399,918832"
4645,18,96414,700,16,600-610,17,0,0,1,0.0,1244.4,600.0,10.0,"5399,918832"
4646,18,39276,700,16,600-610,17,1,0,1,0.0,3092.0,600.0,10.0,"5399,918832"
4647,18,81397,700,16,600-610,17,0,0,1,0.0,5538.63,600.0,10.0,"5399,918832"
4648,18,27819,700,16,600-610,17,0,0,1,0.0,30700.5,600.0,10.0,"5399,918832"
4649,18,27819,700,16,600-610,59,0,0,1,0.0,5560.0,600.0,10.0,"5399,918832"
4650,18,39081,700,16,600-610,17,0,0,1,0.0,4931.37,600.0,10.0,"5399,918832"
4651,18,16488,700,16,600-610,32,1,0,1,0.0,13610.0,600.0,10.0,"5399,918832"
4652,18,61177,700,16,600-610,32,0,0,1,0.0,8340.0,600.0,10.0,"5399,918832"
4653,18,61177,700,16,600-610,26,0,0,1,0.0,1066.01,600.0,10.0,"5399,918832"
4654,18,61177,700,16,600-610,52,0,0,1,0.0,2830.0,600.0,10.0,"5399,918832"
4655,18,61177,700,16,600-610,32,1,0,1,0.0,44410.0,600.0,10.0,"5399,918832"
4656,18,61177,700,16,600-610,17,1,0,1,0.0,51390.0,600.0,10.0,"5399,918832"
4657,18,61177,700,16,600-610,52,1,0,1,0.0,38370.0,600.0,10.0,"5399,918832"
4658,18,42164,700,16,600-610,17,1,0,1,0.0,4638.0,600.0,10.0,"5399,918832"
4659,18,60635,700,16,600-610,17,0,0,1,0.0,12980.0,600.0,10.0,"5399,918832"
4660,18,48807,700,16,600-610,17,0,0,1,0.0,2853.39,600.0,10.0,"5399,918832"
4661,18,55225,677,5,610,32,1,0,1,0.0,11164.427,610.0,0.0,"5399,918832"
4662,18,2916,677,5,610,17,0,0,1,0.0,12631.0,610.0,0.0,"5399,918832"
4663,18,2916,677,5,610,17,1,0,1,0.0,10463.5,610.0,0.0,"5399,918832"
4664,18,2916,677,5,610,59,1,0,1,0.0,8830.0,610.0,0.0,"5399,918832"
4665,18,96847,677,5,610,17,0,0,1,0.0,2229.0,610.0,0.0,"5399,918832"
4666,18,96847,677,5,610,17,1,0,1,0.0,1846.5,610.0,0.0,"5399,918832"
4667,18,34500,677,5,610,32,1,0,1,0.0,13339.587,610.0,0.0,"5399,918832"
4668,18,68807,839,5,610,17,0,0,1,0.0,9640.0,610.0,0.0,"5399,918832"
4669,18,44625,839,5,610,17,0,0,1,0.0,3469.445,610.0,0.0,"5399,918832"
4670,18,44625,839,5,610,17,1,0,1,0.0,2056.285,610.0,0.0,"5399,918832"
4671,18,37363,839,5,610,17,0,0,1,0.0,12168.345,610.0,0.0,"5399,918832"
4672,18,37363,839,5,610,17,1,0,1,0.0,7211.985,610.0,0.0,"5399,918832"
4673,18,90901,839,5,610,59,1,0,1,0.0,42354.9,610.0,0.0,"5399,918832"
4674,18,90076,839,5,610,15,1,0,1,0.0,304.848,610.0,0.0,"5399,918832"
4675,18,27360,839,5,610,17,0,0,1,0.0,3406.288,610.0,0.0,"5399,918832"
4676,18,56788,839,5,610,59,0,1,1,0.0,9240.0,610.0,0.0,"5399,918832"
4677,18,79230,839,5,610,4,1,1,1,0.0,22140.0,610.0,0.0,"5399,918832"
4678,18,92583,839,5,610,87,0,0,0,0.0,4540.0,610.0,0.0,"5399,918832"
4679,18,92583,839,5,610,68,0,0,0,0.0,6860.0,610.0,0.0,"5399,918832"
4680,18,92583,839,5,610,17,0,0,1,0.0,627.0,610.0,0.0,"5399,918832"
4681,18,11395,839,5,610,17,0,0,1,0.0,30490.0,610.0,0.0,"5399,918832"
4682,18,11395,839,5,610,59,0,0,1,0.0,18550.0,610.0,0.0,"5399,918832"
4683,18,11395,839,5,610,17,1,0,1,0.0,16230.0,610.0,0.0,"5399,918832"
4684,18,23111,839,5,610,59,0,0,1,0.0,6225.744,610.0,0.0,"5399,918832"
4685,18,52030,839,5,610,17,0,0,1,0.0,3473.712,610.0,0.0,"5399,918832"
4686,18,63312,839,5,610,15,1,0,1,0.0,3277.408,610.0,0.0,"5399,918832"
4687,18,61062,839,5,610,9,0,0,0,0.0,1580.0,610.0,0.0,"5399,918832"
4688,18,61062,839,5,610,84,1,0,0,0.0,11040.0,610.0,0.0,"5399,918832"
4689,18,61062,839,5,610,94,1,0,0,0.0,12620.0,610.0,0.0,"5399,918832"
4690,18,99146,839,5,610,17,1,0,1,0.0,3700.0,610.0,0.0,"5399,918832"
4691,18,17407,839,5,610,59,0,0,1,0.0,17294.256,610.0,0.0,"5399,918832"
4692,18,30114,839,5,610,59,1,0,1,0.0,8675.1,610.0,0.0,"5399,918832"
4693,18,4990,839,5,610,15,1,0,1,0.0,2257.744,610.0,0.0,"5399,918832"
4694,18,86267,839,5,610,52,1,0,1,0.0,1290.0,610.0,0.0,"5399,918832"
4695,18,57440,839,5,610,32,1,0,1,0.0,5800.0,610.0,0.0,"5399,918832"
4696,18,39979,751,5,600-620,17,0,0,1,0.0,3219.624,600.0,20.0,"5399,918832"
4697,18,67670,751,5,600-620,17,1,0,1,0.0,3754.0,600.0,20.0,"5399,918832"
4698,18,77844,751,5,600-620,59,1,0,1,0.0,8695.0,600.0,20.0,"5399,918832"
4699,18,13313,751,5,600-620,17,0,0,1,0.0,4592.21,600.0,20.0,"5399,918832"
4700,18,13313,751,5,600-620,17,1,0,1,0.0,2721.73,600.0,20.0,"5399,918832"
4701,18,93970,751,5,600-620,59,1,0,1,0.0,8695.0,600.0,20.0,"5399,918832"
4702,18,56863,751,5,600-620,17,1,0,1,0.0,7508.0,600.0,20.0,"5399,918832"
4703,18,28410,751,5,600-620,17,1,0,1,0.0,26278.0,600.0,20.0,"5399,918832"
4704,18,47465,751,5,600-620,17,1,0,1,0.0,8519.0,600.0,20.0,"5399,918832"
4705,18,49130,751,5,600-620,17,0,0,1,0.0,7056.0,600.0,20.0,"5399,918832"
4706,18,35410,751,5,600-620,17,0,0,1,0.0,36530.0,600.0,20.0,"5399,918832"
4707,18,24382,751,5,600-620,17,0,0,1,0.0,1631.0,600.0,20.0,"5399,918832"
4708,18,24382,751,5,600-620,17,1,0,1,0.0,3651.0,600.0,20.0,"5399,918832"
4709,18,93228,751,5,600-620,17,0,0,1,0.0,2483.976,600.0,20.0,"5399,918832"
4710,18,66801,751,5,600-620,17,0,0,1,0.0,22773.744,600.0,20.0,"5399,918832"
4711,18,8332,751,5,600-620,17,0,0,1,0.0,8783.424,600.0,20.0,"5399,918832"
4712,18,93538,373,5,670,17,0,0,1,0.0,10640.0,670.0,0.0,"5399,918832"
4713,18,93538,373,5,670,59,0,0,1,0.0,5910.0,670.0,0.0,"5399,918832"
4714,18,69576,373,5,670,68,0,0,0,0.0,5487.408,670.0,0.0,"5399,918832"
4715,18,20456,373,5,670,59,0,0,1,0.0,7590.0,670.0,0.0,"5399,918832"
4716,18,85546,373,5,670,68,0,0,0,0.0,18650.86,670.0,0.0,"5399,918832"
4717,18,85546,373,5,670,17,0,0,1,0.0,5162.832,670.0,0.0,"5399,918832"
4718,18,91794,373,5,670,68,0,0,0,0.0,4621.732,670.0,0.0,"5399,918832"
4719,18,31899,170,5,620-640,17,0,0,1,0.0,5936.4,620.0,20.0,"5399,918832"
4720,18,45742,170,5,620-640,9,1,0,0,0.0,1290.0,620.0,20.0,"5399,918832"
4721,18,50799,170,18,620-640,17,0,0,1,0.0,4133.068,620.0,20.0,"5399,918832"
4722,18,8413,170,18,620-640,17,0,0,1,0.0,4306.932,620.0,20.0,"5399,918832"
4723,18,13154,209,18,620-640,15,0,0,1,0.0,247.276,620.0,20.0,"5399,918832"
4724,18,13154,209,18,620-640,15,1,0,1,0.0,2281.013,620.0,20.0,"5399,918832"
4725,18,66551,209,18,620-640,17,0,0,1,0.0,4780.0,620.0,20.0,"5399,918832"
4726,18,84270,209,18,620-640,17,0,0,1,0.0,4410.0,620.0,20.0,"5399,918832"
4727,18,49778,209,18,620-640,52,0,0,1,0.0,3369.6,620.0,20.0,"5399,918832"
4728,18,12930,209,18,620-640,40,0,0,1,0.0,3961.8,620.0,20.0,"5399,918832"
4729,18,25671,209,18,620-640,15,0,0,1,0.0,1361.708,620.0,20.0,"5399,918832"
4730,18,25671,209,18,620-640,52,0,0,1,0.0,2870.4,620.0,20.0,"5399,918832"
4731,18,25671,209,18,620-640,15,1,0,1,0.0,12560.232,620.0,20.0,"5399,918832"
4732,18,25690,209,18,620-640,87,0,0,0,0.0,7620.0,620.0,20.0,"5399,918832"
4733,18,5897,209,18,620-640,15,0,0,1,0.0,1071.016,620.0,20.0,"5399,918832"
4734,18,5897,209,18,620-640,15,1,0,1,0.0,9878.755,620.0,20.0,"5399,918832"
4735,18,63812,209,18,620-640,40,0,0,1,0.0,4558.2,620.0,20.0,"5399,918832"
4736,18,65375,209,18,620-640,32,1,0,1,0.0,17763.0,620.0,20.0,"5399,918832"
4737,18,90366,252,18,650,17,1,0,1,0.0,13140.0,650.0,0.0,"5399,918832"
4738,18,78210,252,18,650,59,1,0,1,0.0,19110.0,650.0,0.0,"5399,918832"
4739,18,44713,511,16,620,59,0,0,1,0.0,10360.0,620.0,0.0,"5399,918832"
4740,18,52351,511,5,620,38,1,1,0,0.0,2150.0,620.0,0.0,"5399,918832"
4741,18,39495,511,16,620,17,0,0,1,0.0,12680.0,620.0,0.0,"5399,918832"
4742,18,66350,417,18,660-680,32,1,0,1,0.0,24460.0,660.0,20.0,"5399,918832"
4743,18,66350,417,18,660-680,59,1,0,1,0.0,24060.0,660.0,20.0,"5399,918832"
4744,18,16785,417,18,660-680,52,0,0,1,0.0,49.0,660.0,20.0,"5399,918832"
4745,18,16785,417,18,660-680,15,1,0,1,0.0,5560.0,660.0,20.0,"5399,918832"
4746,18,16785,417,18,660-680,52,1,0,1,0.0,1371.0,660.0,20.0,"5399,918832"
4747,18,82928,417,18,660-680,15,1,0,1,0.0,31390.0,660.0,20.0,"5399,918832"
4748,18,82928,417,18,660-680,32,1,0,1,0.0,21310.0,660.0,20.0,"5399,918832"
4749,18,56971,417,18,660-680,32,1,0,1,0.0,41447.0,660.0,20.0,"5399,918832"
4750,18,40344,417,18,660-680,32,1,0,1,0.0,12536.91,660.0,20.0,"5399,918832"
4751,18,63365,417,18,660-680,59,0,0,1,0.0,17930.0,660.0,20.0,"5399,918832"
4752,18,87434,417,18,660-680,15,1,0,1,0.0,10710.0,660.0,20.0,"5399,918832"
4753,18,76588,417,18,660-680,32,1,0,1,0.0,27260.0,660.0,20.0,"5399,918832"
4754,18,76588,417,18,660-680,59,1,0,1,0.0,10310.0,660.0,20.0,"5399,918832"
4755,18,55497,417,18,660-680,59,0,0,1,0.0,7480.0,660.0,20.0,"5399,918832"
4756,18,71764,36,18,630-640,87,1,0,0,0.0,24320.0,630.0,10.0,"5399,918832"
4757,18,71764,36,18,630-640,23,1,0,1,0.0,167.206,630.0,10.0,"5399,918832"
4758,18,16975,36,18,630-640,23,1,0,1,0.0,6289.4,630.0,10.0,"5399,918832"
4759,18,51387,36,18,630-640,23,1,0,1,0.0,1213.394,630.0,10.0,"5399,918832"
4760,18,4052,36,18,630-640,17,1,0,1,0.0,12330.0,630.0,10.0,"5399,918832"
4761,18,17043,36,18,630-640,23,1,0,1,0.0,11980.0,630.0,10.0,"5399,918832"
4762,18,52973,36,18,630-640,43,1,0,0,0.0,4260.0,630.0,10.0,"5399,918832"
4763,18,89602,266,18,650-660,32,1,0,1,0.0,16926.0,650.0,10.0,"5399,918832"
4764,18,39112,266,18,650-660,32,1,0,1,0.0,31434.0,650.0,10.0,"5399,918832"
4765,18,43256,266,18,650-660,87,1,0,0,0.0,10840.0,650.0,10.0,"5399,918832"
4766,18,4032,266,18,650-660,87,0,0,0,0.0,4940.0,650.0,10.0,"5399,918832"
4767,18,45514,266,18,650-660,87,0,0,0,0.0,3200.0,650.0,10.0,"5399,918832"
4768,18,93168,266,18,650-660,59,0,0,1,0.0,7408.0,650.0,10.0,"5399,918832"
4769,18,67743,266,18,650-660,59,0,0,1,0.0,5556.0,650.0,10.0,"5399,918832"
4770,18,55823,266,18,650-660,59,0,0,1,0.0,5556.0,650.0,10.0,"5399,918832"
